Expediente,Ubicacion ,Fecha de Registro,Fecha de Conclusion,Razon de Conclusion,Hechos Violatorios,Autoridad,Pais,Hechos Violatorios,Agency
[C ]2019/2445,Chiapas,3/22/19,10/24/19,POR NO EXISTIR MATERIA,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[C ]2019/2452,Chiapas,3/25/19,6/21/19,ORIENTACION,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[C ]2019/2457,Jalisco,3/25/19,6/6/19,ORIENTACION,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[C ]2019/2526,Coahuila,3/25/19,5/22/19,ORIENTACION,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[C ]2019/2536,Distrito Federal,3/25/19,5/28/19,ORIENTACION,DILACION EN EL PROCEDIMIENTO ADMINISTRATIVO,Instituto Nacional de Migracion,Mexico,Administrative Procedures,INM.
[C ]2019/2593,Chiapas,3/26/19,7/31/19,ORIENTACION,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[C ]2019/2596,Veracruz,3/26/19,3/29/19,ACUMULACION,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[C ]2019/2597,Coahuila,3/26/19,9/4/19,ORIENTACION,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[T ]2019/2598,Coahuila,3/26/19,,,DETENCION ARBITRARIA,Instituto Nacional de Migracion,Mexico,Detention,INM.
[C ]2019/2599,Tamaulipas,3/26/19,7/31/19,ACUMULACION,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,"Piedras Negras, Coahuila"
[C ]2019/2633,Chiapas,3/27/19,6/19/19,ORIENTACION,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[C ]2019/2634,Oaxaca,3/27/19,10/31/19,CONCILIACION,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[C ]2019/2635,Quintana Roo,3/27/19,5/31/19,ORIENTACION,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[C ]2019/2636,Chiapas,3/27/19,7/10/19,ORIENTACION,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[C ]2019/2789,Distrito Federal,,6/28/19,ORIENTACION,PRACTICAR DE MANERA NEGLIGENTE LAS DILIGENCIAS,Instituto Nacional de Migracion,Mexico,Negligence,INM.
[C ]2019/2790,Distrito Federal,,6/28/19,DURANTE EL TRAMITE RESPECTIVO,OMITIR RESOLVER RESPECTO DE LA SITUACION JURIDICA MIGRATORIA,Instituto Nacional de Migracion,Mexico,Unlawful Actions,INM.
[C ]2019/2842,Distrito Federal,,10/31/19,POR NO EXISTIR MATERIA,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[C ]2019/2844,Puebla,,6/28/19,ORIENTACION,-,Instituto Nacional de Migracion,Mexico,Unknown,INM.
[C ]2019/2947,Tabasco,,7/10/19,POR NO EXISTIR MATERIA,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[C ]2019/2958,Chiapas,,,ORIENTACION,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[C ]2019/2959,Chiapas,,6/19/19,ORIENTACION,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[T ]2019/2961,Chiapas,,,,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[C ]2019/2964,Chiapas,,5/30/19,ORIENTACION,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[C ]2019/2970,Chiapas,,,ORIENTACION,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[C ]2019/2972,Baja California,,,DESISTIMIENTO DEL QUEJOSO,ACCIONES  Y OMISIONES CONTRARIOS A LA LEGALIDAD,Instituto Nacional de Migracion,Mexico,Unlawful Actions,INM.
[C ]2019/2973,Baja California,,5/16/19,POR NO EXISTIR MATERIA,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS DE IGUALDAD DE PERSONAS CON ALGUN TIPO DE DISCAPACIDAD,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[C ]2019/2982,Tamaulipas,,,ORIENTACION,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[T ]2019/2984,Nuevo León,,,,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[C ]2019/2985,Nuevo León,,6/28/19,POR NO EXISTIR MATERIA,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,COMAR
[C ]2019/2989,Veracruz,,6/6/19,ORIENTACION,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[C ]2019/3121,Chiapas,,7/8/19,ORIENTACION,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[C ]2019/3125,Chiapas,,7/11/19,ORIENTACION,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[C ]2019/3128,Chiapas,,,ORIENTACION,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[C ]2019/3129,Chiapas,,,ORIENTACION,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[C ]2019/3130,Chiapas,,6/20/19,ORIENTACION,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[C ]2019/3131,Chiapas,,6/21/19,ORIENTACION,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",Instituto Nacional de Migracion,Mexico,Unlawful Actions,INM.
[C ]2019/3184,Chiapas,,7/11/19,ORIENTACION,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[C ]2019/3185,Chiapas,,6/28/19,ORIENTACION,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[C ]2019/3186,Chiapas,,7/9/19,ORIENTACION,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[C ]2019/3187,Chiapas,,10/31/19,ORIENTACION,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",Instituto Nacional de Migracion,Mexico,Unlawful Actions,INM.
[C ]2019/3188,Chiapas,,,ORIENTACION,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[C ]2019/3202,Chiapas,,7/10/19,ORIENTACION,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[C ]2019/3282,Chiapas,,6/25/19,ORIENTACION,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[T ]2019/3285,Chiapas,,,,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",Instituto Nacional de Migracion,Mexico,Unlawful Actions,INM.
[C ]2019/3287,Chiapas,,6/26/19,ORIENTACION,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[C ]2019/3320,Chiapas,,,ORIENTACION,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",Instituto Nacional de Migracion,Mexico,Unlawful Actions,INM.
[T ]2019/3342,Jalisco,,,,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",Instituto Nacional de Migracion,Mexico,Unlawful Actions,INM.
[T ]2019/3343,Chiapas,,,,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[T ]2019/3365,Baja California,,,,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",Instituto Nacional de Migracion,Mexico,Unlawful Actions,INM.
[C ]2019/3448,Chiapas,,5/28/19,DURANTE EL TRAMITE RESPECTIVO,OMITIR RESOLVER RESPECTO DE LA SITUACION JURIDICA MIGRATORIA,Instituto Nacional de Migracion,Mexico,Unlawful Actions,INM.
[C ]2019/3452,Oaxaca,,,POR NO EXISTIR MATERIA,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[T ]2019/3453,Baja California,,,,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,"Tijuana, Baja California"
[C ]2019/3454,Veracruz,,,ACUMULACION,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[T ]2019/3455,Oaxaca,,,,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[C ]2019/3458,Sonora,,9/30/19,ORIENTACION,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[T ]2019/3460,Oaxaca,,,,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,"HUAJUAPAN DE LEON, OAXACA."
[C ]2019/3461,Nuevo León,,7/29/19,DURANTE EL TRAMITE RESPECTIVO,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,COMAR
[C ]2019/3470,Chiapas,,6/27/19,ORIENTACION,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[C ]2019/3473,Chiapas,,,ORIENTACION,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[C ]2019/3474,Veracruz,,6/28/19,ACUMULACION,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[T ]2019/3476,Chiapas,,,,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[C ]2019/3478,Puebla,,6/28/19,POR NO EXISTIR MATERIA,DILACION EN EL PROCEDIMIENTO ADMINISTRATIVO,Instituto Nacional de Migracion,Mexico,Administrative Procedures,INM.
[C ]2019/3481,Estado de México,,9/30/19,ORIENTACION,OMITIR EL EJERCICIO DEL PRINCIPIO DE LA EXACTA APLICACION DE LA LEY,Instituto Nacional de Migracion,Mexico,Unlawful Actions,INM.
[C ]2019/3482,Distrito Federal,,7/31/19,ORIENTACION,ACCIONES  Y OMISIONES CONTRARIOS A LA LEGALIDAD,Instituto Nacional de Migracion,Mexico,Unlawful Actions,INM.
[C ]2019/3486,Distrito Federal,,5/28/19,DURANTE EL TRAMITE RESPECTIVO,DILACION EN EL PROCEDIMIENTO ADMINISTRATIVO,Instituto Nacional de Migracion,Mexico,Administrative Procedures,INM.
[C ]2019/3519,Estado de México,,,POR NO EXISTIR MATERIA,OMITIR RESOLVER RESPECTO DE LA SITUACION JURIDICA MIGRATORIA,Instituto Nacional de Migracion,Mexico,Unlawful Actions,INM.
[T ]2019/3520,Distrito Federal,,,,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[T ]2019/3697,Quintana Roo,5/7/19,,,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[C ]2019/3701,Jalisco,5/7/19,,ORIENTACION,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[C ]2019/3703,Yucatán,5/7/19,9/26/19,ORIENTACION,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[T ]2019/3704,Chiapas,5/7/19,,,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[C ]2019/3705,Baja California,5/7/19,7/11/19,POR NO EXISTIR MATERIA,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[C ]2019/3708,Chiapas,5/7/19,9/23/19,ORIENTACION,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[C ]2019/3712,Quintana Roo,5/7/19,5/21/19,DURANTE EL TRAMITE RESPECTIVO,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[C ]2019/3713,Chiapas,5/7/19,,ORIENTACION,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[C ]2019/3754,Tamaulipas,5/7/19,10/30/19,DURANTE EL TRAMITE RESPECTIVO,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,COMAR
[C ]2019/3755,Nuevo León,5/7/19,6/27/19,POR NO EXISTIR MATERIA,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,COMAR
[C ]2019/3756,Nuevo León,5/7/19,6/26/19,DURANTE EL TRAMITE RESPECTIVO,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[C ]2019/3779,Distrito Federal,5/7/19,9/30/19,ORIENTACION,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[C ]2019/3780,Chiapas,5/7/19,10/8/19,ORIENTACION,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[C ]2019/3791,Veracruz,5/8/19,7/30/19,ORIENTACION,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[C ]2019/3801,Baja California,5/8/19,6/28/19,POR NO EXISTIR MATERIA,EJERCER VIOLENCIA DESPROPORCIONADA DURANTE LA DETENCION,Instituto Nacional de Migracion,Mexico,Detention,INM.
[C ]2019/3803,Chiapas,5/8/19,,ORIENTACION,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[C ]2019/3805,Veracruz,5/8/19,,ORIENTACION,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[C ]2019/3807,Veracruz,5/8/19,7/30/19,ORIENTACION,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[C ]2019/3812,Chiapas,5/8/19,7/10/19,ORIENTACION,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[C ]2019/3813,Chiapas,5/8/19,9/23/19,ORIENTACION,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[C ]2019/3814,Chiapas,5/8/19,9/11/19,POR NO EXISTIR MATERIA,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,COMAR
[T ]2019/3815,Chiapas,5/8/19,,,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[C ]2019/3876,Chiapas,5/8/19,5/16/19,POR NO EXISTIR MATERIA,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[C ]2019/3877,Chiapas,5/8/19,5/10/19,POR NO EXISTIR MATERIA,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[C ]2019/3879,Chiapas,5/8/19,5/13/19,POR NO EXISTIR MATERIA,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[C ]2019/3880,Chiapas,5/8/19,5/31/19,POR NO EXISTIR MATERIA,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[C ]2019/3881,Chiapas,5/8/19,5/14/19,POR NO EXISTIR MATERIA,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[C ]2019/3883,Chiapas,5/8/19,,ORIENTACION,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",Instituto Nacional de Migracion,Mexico,Unlawful Actions,INM.
[C ]2019/3887,Coahuila,5/8/19,,ORIENTACION,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[C ]2019/3888,Oaxaca,5/8/19,7/9/19,ORIENTACION,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[C ]2019/3889,Chiapas,5/8/19,7/9/19,ORIENTACION,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[C ]2019/3919,Baja California,5/9/19,7/9/19,ORIENTACION,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",Instituto Nacional de Migracion,Mexico,Unlawful Actions,INM.
[T ]2019/3920,Chiapas,5/9/19,,,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",Instituto Nacional de Migracion,Mexico,Unlawful Actions,INM.
[C ]2019/3922,Chiapas,5/9/19,,ORIENTACION,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[T ]2019/3923,Chiapas,5/9/19,,,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",Instituto Nacional de Migracion,Mexico,Unlawful Actions,INM.
[C ]2019/3924,Chiapas,5/9/19,9/12/19,ORIENTACION,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[C ]2019/3926,Quintana Roo,5/9/19,,POR NO EXISTIR MATERIA,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[C ]2019/3927,Chiapas,5/9/19,,ORIENTACION,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",Instituto Nacional de Migracion,Mexico,Unlawful Actions,INM.
[C ]2019/3928,Chiapas,5/9/19,10/24/19,ORIENTACION,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[T ]2019/3929,Veracruz,5/9/19,,,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[C ]2019/3930,Nuevo León,5/9/19,9/23/19,ACUMULACION,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,COMAR
[C ]2019/4004,Chiapas,5/13/19,9/23/19,ORIENTACION,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
