Expediente,Ubicacion ,Fecha de Registro,Fecha de Conclusion,Razon de Conclusion,Hechos Violatorios,Autoridad,Pais,Hechos Violatorios,Agency
[T ]2019/5771,Chihuahua,7/5/19,,,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[C ]2019/5776,Chiapas,7/5/19,,FALTA DE INTERES PROCESAL DEL QUEJOSO,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,"Tapachula, Chiapas"
[T ]2019/5783,Coahuila,7/5/19,,,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,"Piedras Negras, Coahuila"
[T ]2019/5784,Veracruz,7/5/19,,,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,COMAR
[T ]2019/5785,Veracruz,7/5/19,,,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,Attorney General
[C ]2019/5786,Chiapas,7/5/19,10/28/19,ORIENTACION,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",Instituto Nacional de Migracion,Mexico,Unlawful Actions,INM.
[C ]2019/5787,Nuevo León,7/5/19,7/31/19,DURANTE EL TRAMITE RESPECTIVO,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[T ]2019/5789,Tabasco,7/5/19,,,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[T ]2019/5790,Tabasco,7/5/19,,,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[T ]2019/5791,Tabasco,7/5/19,,,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,COMAR
[C ]2019/5794,Chiapas,7/5/19,9/13/19,FALTA DE INTERES PROCESAL DEL QUEJOSO,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[T ]2019/5795,Chiapas,7/5/19,,,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[T ]2019/5797,Baja California,7/5/19,,,OMITIR DESARROLLAR POLITICAS PUBLICAS QUE PROPORCIONEN UNA MEJOR CALIDAD DE VIDA,Instituto Nacional de Migracion,Mexico,Negligence,INM.
[T ]2019/5798,Chiapas,7/5/19,,,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[T ]2019/5799,Chiapas,7/5/19,,,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[T ]2019/5800,Veracruz,7/5/19,,,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[C ]2019/5801,Veracruz,7/5/19,7/10/19,ACUMULACION,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[C ]2019/5803,Veracruz,7/5/19,9/12/19,ORIENTACION,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[C ]2019/5804,Nuevo León,7/5/19,7/31/19,ORIENTACION,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[C ]2019/5806,Distrito Federal,7/5/19,10/29/19,POR NO EXISTIR MATERIA,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[T ]2019/5808,Veracruz,7/5/19,,,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[C ]2019/5831,Chiapas,7/8/19,9/25/19,ORIENTACION,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",Instituto Nacional de Migracion,Mexico,Unlawful Actions,INM.
[T ]2019/5833,Yucatán,7/9/19,,,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",Instituto Nacional de Migracion,Mexico,Unlawful Actions,INM.
[T ]2019/5836,Veracruz,7/9/19,,,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[T ]2019/5900,Baja California,7/9/19,,,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",Instituto Nacional de Migracion,Mexico,Unlawful Actions,INM.
[C ]2019/5912,Baja California,7/9/19,9/26/19,DESISTIMIENTO DEL QUEJOSO,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",Instituto Nacional de Migracion,Mexico,Unlawful Actions,INM.
[C ]2019/5924,Tamaulipas,7/10/19,,DURANTE EL TRAMITE RESPECTIVO,DETENCION ARBITRARIA,Instituto Nacional de Migracion,Mexico,Detention,INM.
[C ]2019/5981,Chiapas,7/11/19,9/24/19,ORIENTACION,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[T ]2019/5982,Chiapas,7/11/19,,,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[T ]2019/6054,Coahuila,7/12/19,,,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,Instituto Nacional de Migracion,Mexico,Unlawful Actions,INM.
[T ]2019/6060,Chiapas,7/12/19,,,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",Instituto Nacional de Migracion,Mexico,Unlawful Actions,INM.
[T ]2019/6063,Chihuahua,7/12/19,,,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",Instituto Nacional de Migracion,Mexico,Unlawful Actions,INM.
[T ]2019/6064,Chihuahua,7/12/19,,,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",Instituto Nacional de Migracion,Mexico,Unlawful Actions,INM.
[C ]2019/6080,Distrito Federal,7/12/19,10/31/19,POR NO EXISTIR MATERIA,DILACION EN EL PROCEDIMIENTO ADMINISTRATIVO,Instituto Nacional de Migracion,Mexico,Administrative Procedures,COMAR
[T ]2019/6081,Distrito Federal,7/12/19,,,OMITIR PROPORCIONAR ATENCION MEDICA,Instituto Nacional de Migracion,Mexico,Negligence,INM.
[C ]2019/6105,Puebla,7/15/19,10/31/19,ORIENTACION,ACCIONES  Y OMISIONES CONTRARIOS A LA LEGALIDAD,Instituto Nacional de Migracion,Mexico,Unlawful Actions,COMAR
[T ]2019/6106,Distrito Federal,7/15/19,,,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[T ]2019/6107,Puebla,7/15/19,,,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[C ]2019/6108,Veracruz,7/15/19,10/16/19,ORIENTACION,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[C ]2019/6110,Puebla,7/15/19,10/18/19,POR NO EXISTIR MATERIA,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[C ]2019/6111,Chiapas,7/15/19,10/1/19,DURANTE EL TRAMITE RESPECTIVO,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[T ]2019/6116,Chiapas,7/15/19,,,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,National Guard
[C ]2019/6136,Tamaulipas,7/17/19,10/31/19,POR NO EXISTIR MATERIA,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[C ]2019/6138,Baja California,7/17/19,7/29/19,DURANTE EL TRAMITE RESPECTIVO,OMITIR DAR RESPUESTA A LA PETICION FORMULADA POR CUALQUIER PERSONA EN EJERCICIO DE SU DERECHO,Instituto Nacional de Migracion,Mexico,Negligence,INM.
[T ]2019/6139,Chiapas,7/17/19,,,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,"Tapachula, Chiapas"
[T ]2019/6140,Campeche,7/17/19,,,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[T ]2019/6141,Tabasco,7/17/19,,,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[T ]2019/6142,Tabasco,7/17/19,,,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[C ]2019/6275,Michoacán,,9/30/19,DURANTE EL TRAMITE RESPECTIVO,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",Instituto Nacional de Migracion,Mexico,Unlawful Actions,INM.
[C ]2019/6357,Distrito Federal,,9/30/19,ORIENTACION,IMPEDIR EL EJERCICIO DEL DERECHO AL TRABAJO DIGNO Y SOCIALMENTE UTIL,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[T ]2019/6375,Puebla,,,,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,Attorney General
[C ]2019/6407,Chiapas,,,DURANTE EL TRAMITE RESPECTIVO,DILACION EN EL PROCEDIMIENTO ADMINISTRATIVO,Instituto Nacional de Migracion,Mexico,Administrative Procedures,INM.
[T ]2019/6428,Distrito Federal,,,,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",Instituto Nacional de Migracion,Mexico,Unlawful Actions,INM.
[T ]2019/6429,Distrito Federal,,,,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,COMAR
[C ]2019/6430,Distrito Federal,,9/30/19,DURANTE EL TRAMITE RESPECTIVO,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[C ]2019/6433,Baja California,,10/31/19,POR NO EXISTIR MATERIA,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",Instituto Nacional de Migracion,Mexico,Unlawful Actions,INM.
[T ]2019/6434,Estado de México,,,,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,Attorney General
[C ]2019/6435,Veracruz,,10/31/19,DURANTE EL TRAMITE RESPECTIVO,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[C ]2019/6436,Chiapas,,10/22/19,ORIENTACION,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",Instituto Nacional de Migracion,Mexico,Unlawful Actions,INM.
[T ]2019/6437,Chiapas,,,,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[C ]2019/6439,Chiapas,,10/1/19,DURANTE EL TRAMITE RESPECTIVO,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[C ]2019/6440,Guanajuato,,9/6/19,DURANTE EL TRAMITE RESPECTIVO,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",Instituto Nacional de Migracion,Mexico,Unlawful Actions,INM.
[C ]2019/6441,Guanajuato,,9/18/19,ORIENTACION,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",Instituto Nacional de Migracion,Mexico,Unlawful Actions,INM.
[T ]2019/6457,Chiapas,,,,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",Instituto Nacional de Migracion,Mexico,Unlawful Actions,INM.
[C ]2019/6532,Jalisco,,9/30/19,ORIENTACION,OMITIR FUNDAR EL ACTO DE AUTORIDAD,Instituto Nacional de Migracion,Mexico,Administrative Procedures,INM.
[C ]2019/6646,Tabasco,,,POR NO EXISTIR MATERIA,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[T ]2019/6650,Chiapas,,,,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[C ]2019/6652,Nuevo León,,9/27/19,DURANTE EL TRAMITE RESPECTIVO,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[T ]2019/6658,Chiapas,,,,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[T ]2019/6661,Chiapas,,,,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[T ]2019/6662,Chiapas,,,,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[T ]2019/6667,Chihuahua,,,,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",Instituto Nacional de Migracion,Mexico,Unlawful Actions,INM.
[C ]2019/6671,Veracruz,,10/17/19,ORIENTACION,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[C ]2019/6685,Chiapas,,9/13/19,DURANTE EL TRAMITE RESPECTIVO,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[T ]2019/6724,Coahuila,,,,DILACION EN EL PROCEDIMIENTO ADMINISTRATIVO,Instituto Nacional de Migracion,Mexico,Administrative Procedures,INM.
[T ]2019/6734,Veracruz,,,,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[C ]2019/6735,Tabasco,,10/31/19,ORIENTACION,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[C ]2019/6740,Baja California,,10/15/19,POR NO EXISTIR MATERIA,DETENCION ARBITRARIA,Instituto Nacional de Migracion,Mexico,Detention,INM.
[C ]2019/6745,Chiapas,,10/25/19,ORIENTACION,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[T ]2019/6800,Veracruz,,,,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[T ]2019/6802,Nuevo León,,,,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,COMAR
[C ]2019/6815,Jalisco,,9/5/19,DURANTE EL TRAMITE RESPECTIVO,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[T ]2019/6902,Chiapas,,,,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[T ]2019/6903,Distrito Federal,,,,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[T ]2019/6934,Oaxaca,,,,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",Instituto Nacional de Migracion,Mexico,Unlawful Actions,COMAR
[T ]2019/6935,Oaxaca,,,,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[T ]2019/6936,Veracruz,,,,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[T ]2019/6937,Veracruz,,,,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[C ]2019/6938,Veracruz,,,ACUMULACION,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[T ]2019/6941,Chiapas,,,,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[T ]2019/6942,Veracruz,,,,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[C ]2019/7013,Quintana Roo,,10/31/19,ORIENTACION,OMITIR FUNDAR EL ACTO DE AUTORIDAD,Instituto Nacional de Migracion,Mexico,Administrative Procedures,INM.
[T ]2019/7016,Veracruz,,,,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[T ]2019/7036,Veracruz,,,,DEPORTAR EN FORMA ILEGAL,Instituto Nacional de Migracion,Mexico,Deportation or Denied Entry,INM.
[C ]2019/7038,Veracruz,,,ACUMULACION,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[T ]2019/7075,Coahuila,,,,DETENCION ARBITRARIA,Instituto Nacional de Migracion,Mexico,Detention,Coahuila Attorney General
[T ]2019/7076,Sonora,,,,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",Instituto Nacional de Migracion,Mexico,Unlawful Actions,INM.
[T ]2019/7175,Nuevo León,,,,DETENCION ARBITRARIA,Instituto Nacional de Migracion,Mexico,Detention,"GENERAL BRAVO, NUEVO LEON."
[C ]2019/7177,Distrito Federal,,9/30/19,POR NO EXISTIR MATERIA,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[T ]2019/7179,Distrito Federal,,,,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[C ]2019/7181,Distrito Federal,,9/30/19,DURANTE EL TRAMITE RESPECTIVO,ACCIONES  Y OMISIONES CONTRARIOS A LA LEGALIDAD,Instituto Nacional de Migracion,Mexico,Unlawful Actions,INM.
[T ]2019/7182,Nuevo León,,,,DILACION EN EL PROCEDIMIENTO ADMINISTRATIVO,Instituto Nacional de Migracion,Mexico,Administrative Procedures,INM.
[C ]2019/7183,Distrito Federal,,9/30/19,DURANTE EL TRAMITE RESPECTIVO,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[C ]2019/7184,Distrito Federal,,10/31/19,ORIENTACION,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[C ]2019/7186,Distrito Federal,,10/31/19,POR NO EXISTIR MATERIA,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[T ]2019/7193,Baja California,,,,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",Instituto Nacional de Migracion,Mexico,Unlawful Actions,National Guard
[C ]2019/7318,Chiapas,,10/17/19,ORIENTACION,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[T ]2019/7321,Tabasco,,,,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[T ]2019/7322,Tabasco,,,,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",Instituto Nacional de Migracion,Mexico,Unlawful Actions,INM.
[T ]2019/7324,Veracruz,,,,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[C ]2019/7325,Guanajuato,,9/25/19,POR NO EXISTIR MATERIA,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
